run_id,case_id,query,group,rank,chunk_id,doc_id,article_no,section,matched_relevant_chunk,matched_relevant_doc,recall@5,hit@5,mrr,first_hit_rank,bm25,vector,rrf,rerank,snippet
run_c65fb3d1604e,case_01,公司连续三个月拖欠工资，劳动者可以怎么维权？,hybrid_rerank,1,chk_e5e5e0dbf06c23ce,doc_f86ec6589d0f,第五十条,第五章 工　　资,True,True,1.0,1.0,1.0,1,22.209151,0.497851,0.032787,0.576748,第五十条　工资应当以货币形式按月支付给劳动者本人。不得克扣或者无故拖欠劳动者的工资。
run_c65fb3d1604e,case_01,公司连续三个月拖欠工资，劳动者可以怎么维权？,hybrid_rerank,2,chk_f47e78b403cf57df,doc_f86ec6589d0f,第九十一条,第十二章 法律责任,True,True,1.0,1.0,1.0,1,17.810633,0.450937,0.031754,0.565718,"第九十一条　用人单位有下列侵害劳动者合法权益情形之一的，由劳动行政部门责令支付劳动者的工资报酬、经济补偿，并可以责令支付赔偿金：

（一）克扣或者无故拖欠劳动者工资的；

（二）拒不支付劳动者延长工作时间工资报酬的；

（三）低于当地最低工资标准支付劳动者工资的；

（四）解除劳动合同后，未依照本法规定给予劳动者经济补偿的。"
run_c65fb3d1604e,case_01,公司连续三个月拖欠工资，劳动者可以怎么维权？,hybrid_rerank,3,chk_12b688d1d9c897a1,doc_536580e90bca,第四十七条,第四章 劳动合同的解除和终止,False,True,1.0,1.0,1.0,1,18.539117,0.406969,0.031281,0.534389,"第四十七条　经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。

劳动者月工资高于用人单位所在直辖市、设区的市级人民政府公布的本地区上年度职工月平均工资三倍的，向其支付经济补偿的标准按职工月平均工资三倍的数额支付，向其支付经济补偿的年限最高不超过十二年。

本条所称月工资是指劳动者在劳动合"
run_c65fb3d1604e,case_01,公司连续三个月拖欠工资，劳动者可以怎么维权？,hybrid_rerank,4,chk_8b1d9083f67cbdaf,doc_8901078e8b12,第九条,第一章 总　　则,True,True,1.0,1.0,1.0,1,18.082054,0.441115,0.031746,0.497225,"第九条　用人单位违反国家规定，拖欠或者未足额支付劳动报酬，或者拖欠工伤医疗费、经济补偿或者赔偿金的，劳动者可以向劳动行政部门投诉，劳动行政部门应当依法处理。

第二章　调　　解"
run_c65fb3d1604e,case_01,公司连续三个月拖欠工资，劳动者可以怎么维权？,hybrid_rerank,5,chk_c59750094573b8b3,doc_4fbd94dec09d,第二十六条,第四章 法律责任,False,False,1.0,1.0,1.0,1,14.952377,0.391579,0.029274,0.474203,"第二十六条　用人单位有下列行为之一的，由劳动保障行政部门分别责令限期支付劳动者的工资报酬、劳动者工资低于当地最低工资标准的差额或者解除劳动合同的经济补偿；逾期不支付的，责令用人单位按照应付金额50%以上1倍以下的标准计算，向劳动者加付赔偿金：

(一)克扣或者无故拖欠劳动者工资报酬的；

(二)支付劳动者的工资低于当地最低工资标准的；

(三)解除劳动合同未依法给予劳动者经济补偿的。"
run_c65fb3d1604e,case_01,公司连续三个月拖欠工资，劳动者可以怎么维权？,hybrid_no_rerank,1,chk_e5e5e0dbf06c23ce,doc_f86ec6589d0f,第五十条,第五章 工　　资,True,True,1.0,1.0,1.0,1,22.209151,0.497851,0.032787,0.576748,第五十条　工资应当以货币形式按月支付给劳动者本人。不得克扣或者无故拖欠劳动者的工资。
run_c65fb3d1604e,case_01,公司连续三个月拖欠工资，劳动者可以怎么维权？,hybrid_no_rerank,2,chk_f47e78b403cf57df,doc_f86ec6589d0f,第九十一条,第十二章 法律责任,True,True,1.0,1.0,1.0,1,17.810633,0.450937,0.031754,0.565718,"第九十一条　用人单位有下列侵害劳动者合法权益情形之一的，由劳动行政部门责令支付劳动者的工资报酬、经济补偿，并可以责令支付赔偿金：

（一）克扣或者无故拖欠劳动者工资的；

（二）拒不支付劳动者延长工作时间工资报酬的；

（三）低于当地最低工资标准支付劳动者工资的；

（四）解除劳动合同后，未依照本法规定给予劳动者经济补偿的。"
run_c65fb3d1604e,case_01,公司连续三个月拖欠工资，劳动者可以怎么维权？,hybrid_no_rerank,3,chk_8b1d9083f67cbdaf,doc_8901078e8b12,第九条,第一章 总　　则,True,True,1.0,1.0,1.0,1,18.082054,0.441115,0.031746,0.497225,"第九条　用人单位违反国家规定，拖欠或者未足额支付劳动报酬，或者拖欠工伤医疗费、经济补偿或者赔偿金的，劳动者可以向劳动行政部门投诉，劳动行政部门应当依法处理。

第二章　调　　解"
run_c65fb3d1604e,case_01,公司连续三个月拖欠工资，劳动者可以怎么维权？,hybrid_no_rerank,4,chk_12b688d1d9c897a1,doc_536580e90bca,第四十七条,第四章 劳动合同的解除和终止,False,True,1.0,1.0,1.0,1,18.539117,0.406969,0.031281,0.534389,"第四十七条　经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。

劳动者月工资高于用人单位所在直辖市、设区的市级人民政府公布的本地区上年度职工月平均工资三倍的，向其支付经济补偿的标准按职工月平均工资三倍的数额支付，向其支付经济补偿的年限最高不超过十二年。

本条所称月工资是指劳动者在劳动合"
run_c65fb3d1604e,case_01,公司连续三个月拖欠工资，劳动者可以怎么维权？,hybrid_no_rerank,5,chk_c59750094573b8b3,doc_4fbd94dec09d,第二十六条,第四章 法律责任,False,False,1.0,1.0,1.0,1,14.952377,0.391579,0.029274,0.474203,"第二十六条　用人单位有下列行为之一的，由劳动保障行政部门分别责令限期支付劳动者的工资报酬、劳动者工资低于当地最低工资标准的差额或者解除劳动合同的经济补偿；逾期不支付的，责令用人单位按照应付金额50%以上1倍以下的标准计算，向劳动者加付赔偿金：

(一)克扣或者无故拖欠劳动者工资报酬的；

(二)支付劳动者的工资低于当地最低工资标准的；

(三)解除劳动合同未依法给予劳动者经济补偿的。"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,bm25_only,1,chk_4c4781d6e773037a,doc_536580e90bca,第四十八条,第四章 劳动合同的解除和终止,False,True,0.0,0.0,0.0,,22.93937,0.556349,0.032266,0.619722,第四十八条　用人单位违反本法规定解除或者终止劳动合同，劳动者要求继续履行劳动合同的，用人单位应当继续履行；劳动者不要求继续履行劳动合同或者劳动合同已经不能继续履行的，用人单位应当依照本法第八十七条规定支付赔偿金。
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,bm25_only,2,chk_10003935e50683d7,doc_536580e90bca,第九十七条,第八章 附　　则,False,True,0.0,0.0,0.0,,18.90843,0.0,0.016129,0.367356,"第九十七条　本法施行前已依法订立且在本法施行之日存续的劳动合同，继续履行；本法第十四条第二款第三项规定连续订立固定期限劳动合同的次数，自本法施行后续订固定期限劳动合同时开始计算。

本法施行前已建立劳动关系，尚未订立书面劳动合同的，应当自本法施行之日起一个月内订立。

本法施行之日存续的劳动合同在本法施行后解除或者终止，依照本法第四十六条规定应当支付经济补偿的，经济补偿年限自本法施行之日起计算；本"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,bm25_only,3,chk_3573cb8e9c93533e,doc_536580e90bca,第四十条,第四章 劳动合同的解除和终止,False,True,0.0,0.0,0.0,,18.69541,0.513953,0.029387,0.545382,"第四十条　有下列情形之一的，用人单位提前三十日以书面形式通知劳动者本人或者额外支付劳动者一个月工资后，可以解除劳动合同：

（一）劳动者患病或者非因工负伤，在规定的医疗期满后不能从事原工作，也不能从事由用人单位另行安排的工作的；

（二）劳动者不能胜任工作，经过培训或者调整工作岗位，仍不能胜任工作的；

（三）劳动合同订立时所依据的客观情况发生重大变化，致使劳动合同无法履行，经用人单位与劳动者协商"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,bm25_only,4,chk_ccb0548e48017b3b,doc_536580e90bca,第十九条,第二章 劳动合同的订立,False,True,0.0,0.0,0.0,,18.475909,0.510528,0.028783,0.54227,"第十九条　劳动合同期限三个月以上不满一年的，试用期不得超过一个月；劳动合同期限一年以上不满三年的，试用期不得超过二个月；三年以上固定期限和无固定期限的劳动合同，试用期不得超过六个月。

同一用人单位与同一劳动者只能约定一次试用期。

以完成一定工作任务为期限的劳动合同或者劳动合同期限不满三个月的，不得约定试用期。

试用期包含在劳动合同期限内。劳动合同仅约定试用期的，试用期不成立，该期限为劳动合同"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,bm25_only,5,chk_183c59b567371a90,doc_f86ec6589d0f,第三条,第一章 总　　则,False,False,0.0,0.0,0.0,,18.386036,0.0,0.015385,0.295301,"第三条　劳动者享有平等就业和选择职业的权利、取得劳动报酬的权利、休息休假的权利、获得劳动安全卫生保护的权利、接受职业技能培训的权利、享受社会保险和福利的权利、提请劳动争议处理的权利以及法律规定的其他劳动权利。

劳动者应当完成劳动任务，提高职业技能，执行劳动安全卫生规程，遵守劳动纪律和职业道德。"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,vector_only,1,chk_c6a4d5864ed2ff12,doc_536580e90bca,第十四条,第二章 劳动合同的订立,False,True,0.0,0.0,0.0,,17.463558,0.602833,0.030886,0.54325,"第十四条　无固定期限劳动合同，是指用人单位与劳动者约定无确定终止时间的劳动合同。

用人单位与劳动者协商一致，可以订立无固定期限劳动合同。有下列情形之一，劳动者提出或者同意续订、订立劳动合同的，除劳动者提出订立固定期限劳动合同外，应当订立无固定期限劳动合同：

（一）劳动者在该用人单位连续工作满十年的；

（二）用人单位初次实行劳动合同制度或者国有企业改制重新订立劳动合同时，劳动者在该用人单位连续"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,vector_only,2,chk_2b0bea8a96092904,doc_536580e90bca,第十三条,第二章 劳动合同的订立,False,True,0.0,0.0,0.0,,0.0,0.566597,0.016129,0.333309,"第十三条　固定期限劳动合同，是指用人单位与劳动者约定合同终止时间的劳动合同。

用人单位与劳动者协商一致，可以订立固定期限劳动合同。"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,vector_only,3,chk_4c4781d6e773037a,doc_536580e90bca,第四十八条,第四章 劳动合同的解除和终止,False,True,0.0,0.0,0.0,,22.93937,0.556349,0.032266,0.619722,第四十八条　用人单位违反本法规定解除或者终止劳动合同，劳动者要求继续履行劳动合同的，用人单位应当继续履行；劳动者不要求继续履行劳动合同或者劳动合同已经不能继续履行的，用人单位应当依照本法第八十七条规定支付赔偿金。
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,vector_only,4,chk_9d4ff8a53a918277,doc_f86ec6589d0f,第二十三条,第三章 劳动合同和集体合同,False,False,0.0,0.0,0.0,,0.0,0.55162,0.015625,0.328067,第二十三条　劳动合同期满或者当事人约定的劳动合同终止条件出现，劳动合同即行终止。
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,vector_only,5,chk_575d870282410c68,doc_f86ec6589d0f,第十六条,第三章 劳动合同和集体合同,False,False,0.0,0.0,0.0,,0.0,0.549819,0.015385,0.304937,"第十六条　劳动合同是劳动者与用人单位确立劳动关系、明确双方权利和义务的协议。

建立劳动关系应当订立劳动合同。"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,hybrid_rerank,1,chk_4c4781d6e773037a,doc_536580e90bca,第四十八条,第四章 劳动合同的解除和终止,False,True,0.0,0.0,0.0,,22.93937,0.556349,0.032266,0.619722,第四十八条　用人单位违反本法规定解除或者终止劳动合同，劳动者要求继续履行劳动合同的，用人单位应当继续履行；劳动者不要求继续履行劳动合同或者劳动合同已经不能继续履行的，用人单位应当依照本法第八十七条规定支付赔偿金。
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,hybrid_rerank,2,chk_3573cb8e9c93533e,doc_536580e90bca,第四十条,第四章 劳动合同的解除和终止,False,True,0.0,0.0,0.0,,18.69541,0.513953,0.029387,0.545382,"第四十条　有下列情形之一的，用人单位提前三十日以书面形式通知劳动者本人或者额外支付劳动者一个月工资后，可以解除劳动合同：

（一）劳动者患病或者非因工负伤，在规定的医疗期满后不能从事原工作，也不能从事由用人单位另行安排的工作的；

（二）劳动者不能胜任工作，经过培训或者调整工作岗位，仍不能胜任工作的；

（三）劳动合同订立时所依据的客观情况发生重大变化，致使劳动合同无法履行，经用人单位与劳动者协商"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,hybrid_rerank,3,chk_c6a4d5864ed2ff12,doc_536580e90bca,第十四条,第二章 劳动合同的订立,False,True,0.0,0.0,0.0,,17.463558,0.602833,0.030886,0.54325,"第十四条　无固定期限劳动合同，是指用人单位与劳动者约定无确定终止时间的劳动合同。

用人单位与劳动者协商一致，可以订立无固定期限劳动合同。有下列情形之一，劳动者提出或者同意续订、订立劳动合同的，除劳动者提出订立固定期限劳动合同外，应当订立无固定期限劳动合同：

（一）劳动者在该用人单位连续工作满十年的；

（二）用人单位初次实行劳动合同制度或者国有企业改制重新订立劳动合同时，劳动者在该用人单位连续"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,hybrid_rerank,4,chk_ccb0548e48017b3b,doc_536580e90bca,第十九条,第二章 劳动合同的订立,False,True,0.0,0.0,0.0,,18.475909,0.510528,0.028783,0.54227,"第十九条　劳动合同期限三个月以上不满一年的，试用期不得超过一个月；劳动合同期限一年以上不满三年的，试用期不得超过二个月；三年以上固定期限和无固定期限的劳动合同，试用期不得超过六个月。

同一用人单位与同一劳动者只能约定一次试用期。

以完成一定工作任务为期限的劳动合同或者劳动合同期限不满三个月的，不得约定试用期。

试用期包含在劳动合同期限内。劳动合同仅约定试用期的，试用期不成立，该期限为劳动合同"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,hybrid_rerank,5,chk_c3b7f91b8b6ac708,doc_f86ec6589d0f,第二十六条,第三章 劳动合同和集体合同,False,False,0.0,0.0,0.0,,17.809793,0.487221,0.027056,0.528304,"第二十六条　有下列情形之一的，用人单位可以解除劳动合同，但是应当提前三十日以书面形式通知劳动者本人：

（一）劳动者患病或者非因工负伤，医疗期满后，不能从事原工作也不能从事由用人单位另行安排的工作的；

（二）劳动者不能胜任工作，经过培训或者调整工作岗位，仍不能胜任工作的；

（三）劳动合同订立时所依据的客观情况发生重大变化，致使原劳动合同无法履行，经当事人协商不能就变更劳动合同达成协议的。"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,hybrid_no_rerank,1,chk_4c4781d6e773037a,doc_536580e90bca,第四十八条,第四章 劳动合同的解除和终止,False,True,0.0,0.0,0.0,,22.93937,0.556349,0.032266,0.619722,第四十八条　用人单位违反本法规定解除或者终止劳动合同，劳动者要求继续履行劳动合同的，用人单位应当继续履行；劳动者不要求继续履行劳动合同或者劳动合同已经不能继续履行的，用人单位应当依照本法第八十七条规定支付赔偿金。
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,hybrid_no_rerank,2,chk_c6a4d5864ed2ff12,doc_536580e90bca,第十四条,第二章 劳动合同的订立,False,True,0.0,0.0,0.0,,17.463558,0.602833,0.030886,0.54325,"第十四条　无固定期限劳动合同，是指用人单位与劳动者约定无确定终止时间的劳动合同。

用人单位与劳动者协商一致，可以订立无固定期限劳动合同。有下列情形之一，劳动者提出或者同意续订、订立劳动合同的，除劳动者提出订立固定期限劳动合同外，应当订立无固定期限劳动合同：

（一）劳动者在该用人单位连续工作满十年的；

（二）用人单位初次实行劳动合同制度或者国有企业改制重新订立劳动合同时，劳动者在该用人单位连续"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,hybrid_no_rerank,3,chk_3573cb8e9c93533e,doc_536580e90bca,第四十条,第四章 劳动合同的解除和终止,False,True,0.0,0.0,0.0,,18.69541,0.513953,0.029387,0.545382,"第四十条　有下列情形之一的，用人单位提前三十日以书面形式通知劳动者本人或者额外支付劳动者一个月工资后，可以解除劳动合同：

（一）劳动者患病或者非因工负伤，在规定的医疗期满后不能从事原工作，也不能从事由用人单位另行安排的工作的；

（二）劳动者不能胜任工作，经过培训或者调整工作岗位，仍不能胜任工作的；

（三）劳动合同订立时所依据的客观情况发生重大变化，致使劳动合同无法履行，经用人单位与劳动者协商"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,hybrid_no_rerank,4,chk_ccb0548e48017b3b,doc_536580e90bca,第十九条,第二章 劳动合同的订立,False,True,0.0,0.0,0.0,,18.475909,0.510528,0.028783,0.54227,"第十九条　劳动合同期限三个月以上不满一年的，试用期不得超过一个月；劳动合同期限一年以上不满三年的，试用期不得超过二个月；三年以上固定期限和无固定期限的劳动合同，试用期不得超过六个月。

同一用人单位与同一劳动者只能约定一次试用期。

以完成一定工作任务为期限的劳动合同或者劳动合同期限不满三个月的，不得约定试用期。

试用期包含在劳动合同期限内。劳动合同仅约定试用期的，试用期不成立，该期限为劳动合同"
run_c65fb3d1604e,case_02,劳动合同到期后公司不续签，劳动者能获得什么赔偿？,hybrid_no_rerank,5,chk_c3b7f91b8b6ac708,doc_f86ec6589d0f,第二十六条,第三章 劳动合同和集体合同,False,False,0.0,0.0,0.0,,17.809793,0.487221,0.027056,0.528304,"第二十六条　有下列情形之一的，用人单位可以解除劳动合同，但是应当提前三十日以书面形式通知劳动者本人：

（一）劳动者患病或者非因工负伤，医疗期满后，不能从事原工作也不能从事由用人单位另行安排的工作的；

（二）劳动者不能胜任工作，经过培训或者调整工作岗位，仍不能胜任工作的；

（三）劳动合同订立时所依据的客观情况发生重大变化，致使原劳动合同无法履行，经当事人协商不能就变更劳动合同达成协议的。"
run_c65fb3d1604e,case_03,用人单位违法解除劳动合同，劳动者如何申请劳动仲裁？,bm25_only,1,chk_376aa902d7088d2b,doc_f86ec6589d0f,第三十条,第三章 劳动合同和集体合同,False,False,0.3333,1.0,0.2,5,35.832831,0.62784,0.027629,0.84606,第三十条　用人单位解除劳动合同，工会认为不适当的，有权提出意见。如果用人单位违反法律、法规或者劳动合同，工会有权要求重新处理；劳动者申请仲裁或者提起诉讼的，工会应当依法给予支持和帮助。
run_c65fb3d1604e,case_03,用人单位违法解除劳动合同，劳动者如何申请劳动仲裁？,bm25_only,2,chk_f7299af5030ce252,doc_f86ec6589d0f,第七十七条,第十章 劳动争议,False,False,0.3333,1.0,0.2,5,29.149448,0.0,0.016129,0.470592,"第七十七条　用人单位与劳动者发生劳动争议，当事人可以依法申请调解、仲裁、提起诉讼，也可以协商解决。

调解原则适用于仲裁和诉讼程序。"
run_c65fb3d1604e,case_03,用人单位违法解除劳动合同，劳动者如何申请劳动仲裁？,bm25_only,3,chk_30f9e8bb5b2adfee,doc_f86ec6589d0f,第七十九条,第十章 劳动争议,False,False,0.3333,1.0,0.2,5,29.021493,0.0,0.015873,0.422509,第七十九条　劳动争议发生后，当事人可以向本单位劳动争议调解委员会申请调解；调解不成，当事人一方要求仲裁的，可以向劳动争议仲裁委员会申请仲裁。当事人一方也可以直接向劳动争议仲裁委员会申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。
run_c65fb3d1604e,case_03,用人单位违法解除劳动合同，劳动者如何申请劳动仲裁？,bm25_only,4,chk_efde34cecd584acc,doc_536580e90bca,第七十八条,第六章 监督检查,False,True,0.3333,1.0,0.2,5,28.956547,0.625322,0.026495,0.735746,第七十八条　工会依法维护劳动者的合法权益，对用人单位履行劳动合同、集体合同的情况进行监督。用人单位违反劳动法律、法规和劳动合同、集体合同的，工会有权提出意见或者要求纠正；劳动者申请仲裁、提起诉讼的，工会依法给予支持和帮助。
run_c65fb3d1604e,case_03,用人单位违法解除劳动合同，劳动者如何申请劳动仲裁？,bm25_only,5,chk_94733e14293259e9,doc_8901078e8b12,第二十一条,第一节 一般规定,True,True,0.3333,1.0,0.2,5,28.29758,0.659712,0.029083,0.696736,"第二十一条　劳动争议仲裁委员会负责管辖本区域内发生的劳动争议。

劳动争议由劳动合同履行地或者用人单位所在地的劳动争议仲裁委员会管辖。双方当事人分别向劳动合同履行地和用人单位所在地的劳动争议仲裁委员会申请仲裁的，由劳动合同履行地的劳动争议仲裁委员会管辖。"
run_c65fb3d1604e,case_03,用人单位违法解除劳动合同，劳动者如何申请劳动仲裁？,vector_only,1,chk_4c90d2d6764c7b19,doc_536580e90bca,第十六条,第二章 劳动合同的订立,False,True,0.0,0.0,0.0,,0.0,0.735206,0.016393,0.47048,"第十六条　劳动合同由用人单位与劳动者协商一致，并经用人单位与劳动者在劳动合同文本上签字或者盖章生效。

劳动合同文本由用人单位和劳动者各执一份。"
run_c65fb3d1604e,case_03,用人单位违法解除劳动合同，劳动者如何申请劳动仲裁？,vector_only,2,chk_449aa95e021ca680,doc_536580e90bca,第三十八条,第四章 劳动合同的解除和终止,False,True,0.0,0.0,0.0,,26.840415,0.727952,0.030622,0.712487,"第三十八条　用人单位有下列情形之一的，劳动者可以解除劳动合同：

（一）未按照劳动合同约定提供劳动保护或者劳动条件的；

（二）未及时足额支付劳动报酬的；

（三）未依法为劳动者缴纳社会保险费的；

（四）用人单位的规章制度违反法律、法规的规定，损害劳动者权益的；

（五）因本法第二十六条第一款规定的情形致使劳动合同无效的；

（六）法律、行政法规规定劳动者可以解除劳动合同的其他情形。

用人单位"
run_c65fb3d1604e,case_03,用人单位违法解除劳动合同，劳动者如何申请劳动仲裁？,vector_only,3,chk_f4f43531b6b0897a,doc_536580e90bca,第二十八条,第二章 劳动合同的订立,False,True,0.0,0.0,0.0,,0.0,0.71964,0.015873,0.465032,"第二十八条　劳动合同被确认无效，劳动者已付出劳动的，用人单位应当向劳动者支付劳动报酬。劳动报酬的数额，参照本单位相同或者相近岗位劳动者的劳动报酬确定。

第三章　劳动合同的履行和变更"
